"../Data/Dataset-IGRB1092_14cls/04.barroco/5bec4cd58ecc0.jpg","226","48","819","169","fronton-partido"
"../Data/Dataset-IGRB1092_14cls/04.barroco/5bec4cd58ecc0.jpg","359","412","702","617","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/5bacb84ca1ce0.jpg","266","203","997","1189","vano-adintelado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/palacio_jabalquinto_baeza7.jpg","348","421","544","497","arco-conopial"
"../Data/Dataset-IGRB1092_14cls/02.gotico/palacio_jabalquinto_baeza7.jpg","85","177","192","234","arco-conopial"
"../Data/Dataset-IGRB1092_14cls/02.gotico/palacio_jabalquinto_baeza7.jpg","346","174","441","225","arco-conopial"
"../Data/Dataset-IGRB1092_14cls/02.gotico/palacio_jabalquinto_baeza7.jpg","446","169","542","222","arco-conopial"
"../Data/Dataset-IGRB1092_14cls/02.gotico/palacio_jabalquinto_baeza7.jpg","694","164","803","220","arco-conopial"
"../Data/Dataset-IGRB1092_14cls/04.barroco/san_felipe_neri_baeza6.jpg","172","426","434","570","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/04.barroco/san_felipe_neri_baeza6.jpg","211","117","405","372","vano-adintelado"
"../Data/Dataset-IGRB1092_14cls/04.barroco/san_felipe_neri_baeza6.jpg","244","59","402","125","fronton"
"../Data/Dataset-IGRB1092_14cls/04.barroco/san_felipe_neri_baeza6.jpg","111","286","503","396","fronton-partido"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/ayuntamiento_baeza9.jpg","57","147","274","312","serliana"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/ayuntamiento_baeza9.jpg","475","154","703","311","serliana"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/ayuntamiento_baeza9.jpg","560","402","710","511","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/04.barroco/5bc766292dd2d.jpg","1","179","180","255","fronton"
"../Data/Dataset-IGRB1092_14cls/04.barroco/5bc766292dd2d.jpg","407","132","622","197","fronton"
"../Data/Dataset-IGRB1092_14cls/04.barroco/5bc766292dd2d.jpg","408","553","608","629","fronton"
"../Data/Dataset-IGRB1092_14cls/04.barroco/5bc766292dd2d.jpg","443","210","597","407","vano-adintelado"
"../Data/Dataset-IGRB1092_14cls/04.barroco/5bc766292dd2d.jpg","11","253","152","453","vano-adintelado"
"../Data/Dataset-IGRB1092_14cls/04.barroco/5bc766292dd2d.jpg","431","649","600","855","vano-adintelado"
"../Data/Dataset-IGRB1092_14cls/04.barroco/iglesia_san_jeronimo_granada2.jpg","574","913","1038","1234","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/04.barroco/iglesia_san_jeronimo_granada2.jpg","533","158","1091","313","fronton"
"../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_justicia_granada5.jpg","185","143","458","336","arco-herradura"
"../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_justicia_granada5.jpg","160","57","467","102","dintel-adovelado"
"../Data/Dataset-IGRB1092_14cls/04.barroco/iglesia_san_jose_granada.jpg","525","830","1123","1192","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/04.barroco/iglesia_san_jose_granada.jpg","328","489","1318","725","fronton-partido"
"../Data/Dataset-IGRB1092_14cls/04.barroco/convento_carmelitas_descalzas_granada3.jpg","321","725","829","1040","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/04.barroco/convento_carmelitas_descalzas_granada3.jpg","171","382","998","609","fronton-partido"
"../Data/Dataset-IGRB1092_14cls/04.barroco/convento_carmelitas_descalzas_granada3.jpg","411","117","774","239","fronton-curvo"
"../Data/Dataset-IGRB1092_14cls/04.barroco/convento_carmelitas_descalzas_granada3.jpg","445","235","740","546","vano-adintelado"
"../Data/Dataset-IGRB1092_14cls/01.musulman/corral_carbon_granada.jpg","422","158","589","322","arco-herradura"
"../Data/Dataset-IGRB1092_14cls/01.musulman/corral_carbon_granada.jpg","588","160","743","319","arco-herradura"
"../Data/Dataset-IGRB1092_14cls/01.musulman/corral_carbon_granada.jpg","334","429","854","573","dintel-adovelado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/catedral_burgos11.jpg","1","842","287","1101","arco-apuntado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/catedral_burgos11.jpg","456","703","943","927","arco-apuntado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/catedral_burgos11.jpg","480","928","929","1060","fronton"
"../Data/Dataset-IGRB1092_14cls/02.gotico/catedral_burgos11.jpg","559","1091","855","1555","vano-adintelado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/catedral_burgos11.jpg","1122","854","1364","1103","arco-apuntado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/catedral_burgos11.jpg","52","98","274","294","arco-apuntado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/catedral_burgos11.jpg","1113","116","1320","292","arco-apuntado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/catedral_burgos11.jpg","414","41","965","322","arco-apuntado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/hospital_san_sebastian_cordoba11.jpg","329","629","743","764","arco-trilobulado"
"../Data/Dataset-IGRB1092_14cls/02.gotico/hospital_san_sebastian_cordoba11.jpg","287","110","780","350","arco-conopial"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/casa_lonja_sevilla_patio3.jpg","34","578","274","730","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/casa_lonja_sevilla_patio3.jpg","45","104","281","249","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/casa_lonja_sevilla_patio3.jpg","311","105","547","253","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/casa_lonja_sevilla_patio3.jpg","305","574","545","725","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/casa_lonja_sevilla_patio3.jpg","572","105","814","244","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/casa_lonja_sevilla_patio3.jpg","576","575","823","723","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/casa_lonja_sevilla_patio3.jpg","843","106","1074","249","arco-medio-punto"
"../Data/Dataset-IGRB1092_14cls/03.renacentista/casa_lonja_sevilla_patio3.jpg","857","571","1089","720","arco-medio-punto"
